id,name,full_name,legal_person,manager
000406.OF,汇添富双利增强债券A,汇添富双利增强债券型证券投资基金,汇添富基金,徐光
000407.OF,汇添富双利增强债券C,汇添富双利增强债券型证券投资基金,汇添富基金,徐光
000408.OF,民生加银城镇化混合A,民生加银城镇化灵活配置混合型证券投资基金,民生加银基金,柳世庆
000409.OF,鹏华环保产业股票,鹏华环保产业股票型证券投资基金,鹏华基金,孟昊
000410.OF,益民服务领先混合,益民服务领先灵活配置混合型证券投资基金,益民基金,赵若琼
000411.OF,景顺长城优质成长股票,景顺长城优质成长股票型证券投资基金,景顺长城基金,徐喻军
000414.OF,嘉实绝对收益策略定期混合,嘉实绝对收益策略定期开放混合型发起式证券投资基金,嘉实基金,金猛
000415.OF,大摩添利18个月开放债券A,摩根士丹利华鑫纯债稳定添利18个月定期开放债券型证券投资基金,摩根士丹利华鑫基金,李轶
000416.OF,大摩添利18个月开放债券C,摩根士丹利华鑫纯债稳定添利18个月定期开放债券型证券投资基金,摩根士丹利华鑫基金,李轶
000417.OF,国联安新精选混合,国联安新精选灵活配置混合型证券投资基金,国联安基金,林渌、洪阳玚
000418.OF,景顺长城成长之星股票,景顺长城成长之星股票型证券投资基金,景顺长城基金,邓敬东、周寒颖
000419.OF,大摩优质信价纯债A,摩根士丹利华鑫优质信价纯债债券型证券投资基金,摩根士丹利华鑫基金,施同亮
000420.OF,大摩优质信价纯债C,摩根士丹利华鑫优质信价纯债债券型证券投资基金,摩根士丹利华鑫基金,施同亮
000423.OF,前海开源事件驱动混合A,前海开源事件驱动灵活配置混合型发起式证券投资基金,前海开源基金,王霞
000424.OF,长盛添利宝货币A,长盛添利宝货币市场基金,长盛基金,段鹏、王赛飞
000425.OF,长盛添利宝货币B,长盛添利宝货币市场基金,长盛基金,段鹏、王赛飞
000431.OF,鹏华品牌传承混合,鹏华品牌传承灵活配置混合型证券投资基金,鹏华基金,孟昊
000432.OF,中银优秀企业混合,中银优秀企业混合型证券投资基金,中银基金,王伟然
000433.OF,安信鑫发优选混合A,安信鑫发优选灵活配置混合型证券投资基金,安信基金,王博
000434.OF,新华壹诺宝货币A,新华壹诺宝货币市场基金,新华基金,李洁
000436.OF,易方达裕惠定开混合发起式,易方达裕惠回报定期开放式混合型发起式证券投资基金,易方达基金,胡剑
000439.OF,国金鑫盈货币,国金鑫盈货币市场证券投资基金,国金基金,曾省强
000452.OF,南方医药保健灵活配置混合,南方医药保健灵活配置混合型证券投资基金,南方基金,王峥娇
000457.OF,上投摩根核心成长股票,上投摩根核心成长股票型证券投资基金,上投摩根基金,李博
000458.OF,英大领先回报混合发起式,英大领先回报混合型发起式证券投资基金,英大基金,郑中华
000462.OF,农银主题轮动混合,农银汇理主题轮动灵活配置混合型证券投资基金,农银汇理基金,张燕
000463.OF,华商双债丰利债券A,华商双债丰利债券型证券投资基金,华商基金,厉骞
000464.OF,嘉实活期宝货币,嘉实活期宝货币市场基金,嘉实基金,张文玥、李曈
000465.OF,景顺长城鑫月薪定期支付债券,景顺长城鑫月薪定期支付债券型证券投资基金,景顺长城基金,彭成军
000466.OF,融通通瑞债券A/B,融通通瑞债券型证券投资基金,融通基金,何天翔、朱浩然
000469.OF,富国目标齐利一年期纯债债券,富国目标齐利一年期纯债债券型证券投资基金,富国基金,黄纪亮、张洋
000471.OF,富国城镇发展股票,富国城镇发展股票型证券投资基金,富国基金,蒲世林
000475.OF,广发天天利货币A,广发天天利货币市场基金,广发基金,任爽、周卓熙、曾雪兰(休产假)
000476.OF,广发天天利货币B,广发天天利货币市场基金,广发基金,任爽、周卓熙、曾雪兰(休产假)
000477.OF,广发主题领先混合,广发主题领先灵活配置混合型证券投资基金,广发基金,吴兴武
000478.OF,建信中证500指数增强A,建信中证500指数增强型证券投资基金,建信基金,叶乐天
000480.OF,东方红新动力混合,东方红新动力灵活配置混合型证券投资基金,东方红资产管理,周云
000481.OF,华商双债丰利债券C,华商双债丰利债券型证券投资基金,华商基金,厉骞
000483.OF,鑫元货币A,鑫元货币市场基金,鑫元基金,赵慧
000484.OF,鑫元货币B,鑫元货币市场基金,鑫元基金,赵慧
000487.OF,嘉实3个月理财债券A,嘉实3个月理财债券型证券投资基金,嘉实基金,张文玥
000488.OF,嘉实3个月理财债券E,嘉实3个月理财债券型证券投资基金,嘉实基金,张文玥
000489.OF,光大保德信岁末红利纯债A,光大保德信岁末红利纯债债券型证券投资基金,光大保德信基金管理,毕凯
000490.OF,光大保德信岁末红利纯债C,光大保德信岁末红利纯债债券型证券投资基金,光大保德信基金管理,毕凯
000493.OF,南方现金通A,南方现金通货币市场基金,南方基金,夏晨曦、董浩
000494.OF,南方现金通B,南方现金通货币市场基金,南方基金,夏晨曦、董浩
000495.OF,南方现金通C,南方现金通货币市场基金,南方基金,夏晨曦、董浩
000496.OF,长安产业精选混合A,长安产业精选灵活配置混合型发起式证券投资基金,长安基金,林忠晶
000497.OF,财通纯债债券A,财通纯债债券型证券投资基金,财通基金,林洪钧
000501.OF,华富恒富18个月定开债C,华富恒富18个月定期开放债券型证券投资基金,华富基金,姚姣姣
000502.OF,华富恒富18个月定开债A,华富恒富18个月定期开放债券型证券投资基金,华富基金,姚姣姣
000503.OF,中信建投景和中短债A,中信建投景和中短债债券型证券投资基金,中信建投基金,黄海浩、杨龙龙
000504.OF,中信建投景和中短债C,中信建投景和中短债债券型证券投资基金,中信建投基金,黄海浩、杨龙龙
000505.OF,国寿安保货币A,国寿安保货币市场基金,国寿安保基金,桑迎
000506.OF,国寿安保货币B,国寿安保货币市场基金,国寿安保基金,桑迎
000507.OF,泰达宏利宏达混合A,泰达宏利宏达混合型证券投资基金,泰达宏利基金,师婧、宁霄
000508.OF,泰达宏利宏达混合B,泰达宏利宏达混合型证券投资基金,泰达宏利基金,师婧、宁霄
000509.OF,广发钱袋子货币A,广发钱袋子货币市场基金,广发基金,任爽
000511.OF,国泰国策驱动灵活配置混合A,国泰国策驱动灵活配置混合型证券投资基金,国泰基金,戴计辉
000512.OF,国泰沪深300指数增强A,国泰沪深300指数增强型证券投资基金,国泰基金,谢东旭
000513.OF,富国高端制造行业股票,富国高端制造行业股票型证券投资基金,富国基金,毕天宇
000516.OF,富国祥利一年期定期开放债券型A,富国祥利一年期定期开放债券型证券投资基金,富国基金,黄纪亮
000517.OF,富国祥利一年期定期开放债券型C,富国祥利一年期定期开放债券型证券投资基金,富国基金,黄纪亮
000520.OF,上银新兴价值成长混合,上银新兴价值成长混合型证券投资基金,上银基金,赵治烨
000521.OF,诺安瑞鑫定开债券发起式,诺安瑞鑫定期开放债券型发起式证券投资基金,诺安基金,潘飞
000522.OF,华润元大信息传媒科技混合,华润元大信息传媒科技混合型证券投资基金,华润元大基金,李仆、刘宏毅
000523.OF,国投瑞银医疗保健混合A,国投瑞银医疗保健行业灵活配置混合型证券投资基金,国投瑞银基金,吴默村、肖汉山
000524.OF,上投摩根民生需求股票,上投摩根民生需求股票型证券投资基金,上投摩根基金,杨景喻
000526.OF,国泰浓益灵活配置混合A,国泰浓益灵活配置混合型证券投资基金,国泰基金,樊利安
000527.OF,南方新优享灵活配置混合A,南方新优享灵活配置混合型证券投资基金,南方基金,章晖
000528.OF,工银薪金货币A,工银瑞信薪金货币市场基金,工银瑞信基金,王朔
000529.OF,广发竞争优势混合A,广发竞争优势灵活配置混合型证券投资基金,广发基金,苗宇
000530.OF,招商丰盛稳定增长混合A,招商丰盛稳定增长灵活配置混合型证券投资基金,招商基金,王奇玮
000531.OF,东吴阿尔法混合,东吴阿尔法灵活配置混合型证券投资基金,东吴基金,刘瑞
000532.OF,景顺长城优势企业混合,景顺长城优势企业混合型证券投资基金,景顺长城基金,江科宏
000533.OF,永赢货币A,永赢货币市场基金,永赢基金,卢绮婷、胡雪骥
000534.OF,长盛高端装备混合,长盛高端装备制造灵活配置混合型证券投资基金,长盛基金,王远鸿
000535.OF,长盛航天海工装备灵活配置混合,长盛航天海工装备灵活配置混合型证券投资基金,长盛基金,王宁
000536.OF,前海开源可转债债券,前海开源可转债债券型发起式证券投资基金,前海开源基金,曾健飞
000538.OF,诺安优势行业混合A,诺安优势行业灵活配置混合型证券投资基金,诺安基金,张强
000539.OF,中银活期宝货币,中银活期宝货币市场基金,中银基金,范静(休)、白洁(代)
000540.OF,国金金腾通货币A,国金金腾通货币市场证券投资基金,国金基金,曾省强
000541.OF,华商创新成长混合发起式,华商创新成长灵活配置混合型发起式证券投资基金,华商基金,梁皓
000542.OF,上银慧财宝货币A,上银慧财宝货币市场基金,上银基金,楼昕宇
000543.OF,上银慧财宝货币B,上银慧财宝货币市场基金,上银基金,楼昕宇
000545.OF,中邮核心竞争力灵活配置混合,中邮核心竞争力灵活配置混合型证券投资基金,中邮基金,任慧峰
000546.OF,兴业定开债券A,兴业定期开放债券型证券投资基金,兴业基金,周鸣、腊博
000547.OF,建信健康民生混合,建信健康民生混合型证券投资基金,建信基金,姜锋
000548.OF,鹏华聚财通货币,鹏华聚财通货币市场基金,鹏华基金,方莉、夏寅
000549.OF,华安大国新经济股票,华安大国新经济股票型证券投资基金,华安基金,翁启森
000550.OF,广发新动力混合,广发新动力混合型证券投资基金,广发基金,刘玉
000551.OF,信诚幸福消费混合,信诚幸福消费混合型证券投资基金,中信保诚基金,闾志刚
000552.OF,中加纯债一年A,中加纯债一年定期开放债券型证券投资基金,中加基金,闫沛贤
000553.OF,中加纯债一年C,中加纯债一年定期开放债券型证券投资基金,中加基金,闫沛贤
000554.OF,中国梦灵活配置混合,中国梦灵活配置混合型证券投资基金,南方基金,张延闽
000556.OF,国投瑞银新机遇灵活配置混合A,国投瑞银新机遇灵活配置混合型证券投资基金,国投瑞银基金,桑俊
000557.OF,国投瑞银新机遇灵活配置混合C,国投瑞银新机遇灵活配置混合型证券投资基金,国投瑞银基金,桑俊
000559.OF,诺安天天宝A,诺安天天宝货币市场基金,诺安基金,谢志华、岳帅
000560.OF,诺安天天宝E,诺安天天宝货币市场基金,诺安基金,谢志华、岳帅
000561.OF,南方启元债券A,南方启元债券型证券投资基金,南方基金,黄河
000562.OF,南方启元债券C,南方启元债券型证券投资基金,南方基金,黄河
000563.OF,南方通利债券A,南方通利债券型证券投资基金,南方基金,何康
000564.OF,南方通利债券C,南方通利债券型证券投资基金,南方基金,何康
000566.OF,华泰柏瑞创新升级混合A,华泰柏瑞创新升级混合型证券投资基金,华泰柏瑞基金,张慧
000567.OF,广发聚祥灵活混合,广发聚祥灵活配置混合型证券投资基金,广发基金,武幼辉
000569.OF,鹏华增值宝货币,鹏华增值宝货币市场基金,鹏华基金,叶朝明、方莉、张佳蕾(休产假)
000572.OF,中银多策略混合A,中银多策略灵活配置混合型证券投资基金,中银基金,李建
000573.OF,天弘通利混合,天弘通利混合型证券投资基金,天弘基金,张寓
000574.OF,宝盈新价值混合A,宝盈新价值灵活配置混合型证券投资基金,宝盈基金,杨思亮
000575.OF,兴全添利宝货币,兴全添利宝货币市场基金,兴证全球基金,翟秀华、邓娟
000576.OF,中邮货币A,中邮货币市场基金,中邮基金,武志骁、闫宜乘
